,video_name,question,answer_number,question_id,question_type,a0,a1,a2,a3,answer
4355,9M5UE_0_16.9,What happened after the person sat at the table?,1,Sequence_T3_5280,Sequence_T3,Put down the food.,Took the dish.,Took the bag.,Put down the blanket.,Took the dish.
4356,7ZCXJ_5.5_29,What happened after the person sat on the floor?,1,Sequence_T3_5315,Sequence_T3,Took the bag.,Threw the blanket.,Sat on the bed.,Ate the sandwich.,Threw the blanket.
4357,Y7WEK_0_29.2,What happened after the person sat on the sofa/couch?,1,Sequence_T3_5336,Sequence_T3,Put down the bag.,Closed the book.,Took the cup/glass/bottle.,Opened the laptop.,Closed the book.
4358,WH1S5_7.5_28.8,What happened after the person held the food?,2,Sequence_T3_5342,Sequence_T3,Ate the sandwich.,Put down the pillow.,Put down the sandwich.,Tidied up the towel.,Put down the sandwich.
4359,GC1Q1_0_11.5,What happened after the person opened the door?,3,Sequence_T3_5385,Sequence_T3,Threw the shoe.,Put down the picture.,Took the pillow.,Put down the clothes.,Put down the clothes.
4360,0OE6M_3.4_11.9,What happened after the person threw the clothes?,2,Sequence_T3_5393,Sequence_T3,Took the blanket.,Put down the pillow.,Took the towel.,Threw the food.,Took the towel.
4361,8BBX0_12.3_25.1,What happened after the person opened the door?,3,Sequence_T3_5432,Sequence_T3,Sat on the floor.,Took the dish.,Closed the refrigerator.,Took the bag.,Took the bag.
4362,ZA7ST_0_34.3,What happened after the person held the medicine?,0,Sequence_T3_5460,Sequence_T3,Opened the bag.,Took the dish.,Tidied up the closet/cabinet.,Sat on the sofa/couch.,Opened the bag.
4363,ZA7ST_28.2_35,What happened after the person took the bag?,1,Sequence_T3_5461,Sequence_T3,Put down the food.,Opened the box.,Washed the table.,Put down the towel.,Opened the box.
4364,DGMDT_14.2_26.8,What happened after the person held the sandwich?,0,Sequence_T3_5468,Sequence_T3,Put down the bag.,Opened the closet/cabinet.,Tidied up the table.,Took the box.,Put down the bag.
4365,DGMDT_7.6_26.8,What happened after the person held the food?,3,Sequence_T3_5470,Sequence_T3,Threw the towel.,Closed the door.,Opened the closet/cabinet.,Put down the bag.,Put down the bag.
4366,5O31N_2.1_42,What happened after the person closed the door?,0,Sequence_T3_5471,Sequence_T3,Put down the clothes.,Opened the bag.,Sat on the sofa/couch.,Tidied up the blanket.,Put down the clothes.
4367,X4DOF_3.5_17,What happened after the person watched outside the window?,3,Sequence_T3_5494,Sequence_T3,Sat on the sofa/couch.,Opened the door.,Put down the cup/glass/bottle.,Put down the pillow.,Put down the pillow.
4368,O7OD2_4.4_16.1,What happened after the person held the medicine?,1,Sequence_T3_5503,Sequence_T3,Opened the refrigerator.,Ate the sandwich.,Opened the box.,Sat on the sofa/couch.,Ate the sandwich.
4369,O7OD2_0.5_16.1,What happened after the person held the food?,1,Sequence_T3_5504,Sequence_T3,Tidied up the clothes.,Ate the sandwich.,Tidied up the table.,Threw the box.,Ate the sandwich.
4370,YH70K_0_26.8,What happened after the person tidied up the table?,3,Sequence_T3_5505,Sequence_T3,Opened the book.,Tidied up the clothes.,Put down the laptop.,Put down the dish.,Put down the dish.
4371,B69CF_0_20.6,What happened after the person lied on the floor?,0,Sequence_T3_5528,Sequence_T3,Closed the window.,Sat at the table.,Took the pillow.,Put down the broom.,Closed the window.
4372,5GPOJ_0_13.5,What happened after the person sat on the sofa/couch?,1,Sequence_T3_5540,Sequence_T3,Took the laptop.,Closed the book.,Put down the phone/camera.,Put down the towel.,Closed the book.
4373,5GPOJ_8.5_14.4,What happened after the person closed the book?,1,Sequence_T3_5541,Sequence_T3,Put down the book.,Put down the paper/notebook.,Took the phone/camera.,Threw the blanket.,Put down the paper/notebook.
4374,MY5CQ_0_17.4,What happened after the person sat at the table?,2,Sequence_T3_5555,Sequence_T3,Ate the sandwich.,Put down the clothes.,Closed the laptop.,Opened the book.,Closed the laptop.
4375,MY5CQ_11.5_19.6,What happened after the person closed the laptop?,0,Sequence_T3_5556,Sequence_T3,Opened the book.,Tidied up the blanket.,Sat on the sofa/couch.,Opened the window.,Opened the book.
4376,MYZLT_0.6_38.7,What happened after the person held the phone/camera?,2,Sequence_T3_5576,Sequence_T3,Washed the clothes.,Closed the door.,Took the towel.,Washed the cup/glass/bottle.,Took the towel.
4377,0SBT3_0.8_6,What happened after the person put down the sandwich?,1,Sequence_T3_5598,Sequence_T3,Sat at the table.,Took the book.,Washed the dish.,Took the box.,Took the book.
4378,6C4DV_0.2_7,What happened after the person put down the cup/glass/bottle?,3,Sequence_T3_5599,Sequence_T3,Took the phone/camera.,Opened the door.,Took the pillow.,Tidied up the closet/cabinet.,Tidied up the closet/cabinet.
4379,V70F7_0_18.9,What happened after the person held the phone/camera?,1,Sequence_T3_5635,Sequence_T3,Lied on the floor.,Opened the closet/cabinet.,Closed the door.,Threw the box.,Opened the closet/cabinet.
4380,0OSJY_0_14.7,What happened after the person sat on the bed?,3,Sequence_T3_5637,Sequence_T3,Took the phone/camera.,Opened the window.,Took the pillow.,Put down the broom.,Put down the broom.
4381,BJXRT_1.5_24.3,What happened after the person held the blanket?,1,Sequence_T3_5645,Sequence_T3,Closed the laptop.,Took the dish.,Closed the door.,Threw the pillow.,Took the dish.
4382,U3ANG_0.4_35.6,What happened after the person opened the closet/cabinet?,3,Sequence_T3_5651,Sequence_T3,Took the food.,Sat on the table.,Put down the shoe.,Put down the book.,Put down the book.
4383,U3ANG_7.8_35.6,What happened after the person tidied up the closet/cabinet?,0,Sequence_T3_5652,Sequence_T3,Put down the book.,Threw the shoe.,Sat on the bed.,Put down the clothes.,Put down the book.
4384,U3ANG_0_35.6,What happened after the person held the laptop?,3,Sequence_T3_5653,Sequence_T3,Put down the cup/glass/bottle.,Threw the clothes.,Sat on the table.,Put down the book.,Put down the book.
4385,ZX1R7_9.4_20,What happened after the person held the dish?,0,Sequence_T3_5659,Sequence_T3,Took the pillow.,Took the cup/glass/bottle.,Closed the box.,Put down the pillow.,Took the pillow.
4386,ZX1R7_0_20,What happened after the person held the phone/camera?,3,Sequence_T3_5660,Sequence_T3,Put down the box.,Opened the door.,Threw the clothes.,Took the pillow.,Took the pillow.
4387,ZX1R7_0_20,What happened after the person sat on the bed?,1,Sequence_T3_5661,Sequence_T3,Put down the pillow.,Took the pillow.,Closed the closet/cabinet.,Lied on the floor.,Took the pillow.
4388,S1J2Q_4.4_20.8,What happened after the person took the clothes?,2,Sequence_T3_5673,Sequence_T3,Closed the closet/cabinet.,Opened the door.,Opened the refrigerator.,Closed the box.,Opened the refrigerator.
4389,S1J2Q_5_20.8,What happened after the person held the clothes?,0,Sequence_T3_5674,Sequence_T3,Opened the refrigerator.,Washed the dish.,Put down the box.,Put down the blanket.,Opened the refrigerator.
4390,KZODG_0_22.9,What happened after the person sat on the sofa/couch?,0,Sequence_T3_5687,Sequence_T3,Closed the laptop.,Put down the phone/camera.,Ate the sandwich.,Opened the book.,Closed the laptop.
4391,3DO95_13.6_28.1,What happened after the person put down the pillow?,3,Sequence_T3_5689,Sequence_T3,Put down the laptop.,Tidied up the blanket.,Closed the door.,Took the book.,Took the book.
4392,3ND23_1.4_13.9,What happened after the person put down the book?,1,Sequence_T3_5690,Sequence_T3,Took the paper/notebook.,Sat on the sofa/couch.,Took the picture.,Put down the box.,Sat on the sofa/couch.
4393,3ND23_9_19.9,What happened after the person sat at the table?,2,Sequence_T3_5691,Sequence_T3,Sat at the table.,Opened the door.,Put down the blanket.,Tidied up the clothes.,Put down the blanket.
4394,3ND23_8.1_19.9,What happened after the person sat on the sofa/couch?,0,Sequence_T3_5692,Sequence_T3,Put down the blanket.,Lied on the bed.,Tidied up the towel.,Took the cup/glass/bottle.,Put down the blanket.
4395,27JQL_0_12.1,What happened after the person sat at the table?,0,Sequence_T3_5726,Sequence_T3,Took the towel.,Opened the laptop.,Closed the book.,Threw the broom.,Took the towel.
4396,FNNTW_0_20.2,What happened after the person held the phone/camera?,0,Sequence_T3_5730,Sequence_T3,Put down the cup/glass/bottle.,Took the cup/glass/bottle.,Took the sandwich.,Threw the blanket.,Put down the cup/glass/bottle.
4397,O2DXE_0_10.6,What happened after the person lied on the floor?,3,Sequence_T3_5737,Sequence_T3,Tidied up the clothes.,Took the food.,Sat on the bed.,Put down the blanket.,Put down the blanket.
4398,56XKK_0_14.3,What happened after the person closed the door?,2,Sequence_T3_5740,Sequence_T3,Tidied up the towel.,Tidied up the table.,Put down the bag.,Put down the blanket.,Put down the bag.
4399,9207X_1.1_16,What happened after the person held the phone/camera?,2,Sequence_T3_5753,Sequence_T3,Tidied up the clothes.,Sat on the floor.,Opened the closet/cabinet.,Opened the door.,Opened the closet/cabinet.
4400,MDG2T_6_14.1,What happened after the person put down the dish?,0,Sequence_T3_5754,Sequence_T3,Took the towel.,Opened the box.,Opened the refrigerator.,Closed the book.,Took the towel.
4401,84893_0.7_15.3,What happened after the person put down the clothes?,1,Sequence_T3_5771,Sequence_T3,Tidied up the closet/cabinet.,Tidied up the blanket.,Took the phone/camera.,Sat on the table.,Tidied up the blanket.
4402,84893_0_15.3,What happened after the person watched outside the window?,3,Sequence_T3_5772,Sequence_T3,Threw the shoe.,Put down the clothes.,Threw the towel.,Tidied up the blanket.,Tidied up the blanket.
4403,84893_13.6_20.5,What happened after the person held the clothes?,3,Sequence_T3_5773,Sequence_T3,Put down the blanket.,Took the clothes.,Put down the phone/camera.,Threw the shoe.,Threw the shoe.
4404,84893_7.8_15.6,What happened after the person tidied up the blanket?,3,Sequence_T3_5774,Sequence_T3,Threw the towel.,Opened the box.,Put down the broom.,Threw the clothes.,Threw the clothes.
4405,KXCSL_1.6_9.5,What happened after the person put down the food?,0,Sequence_T3_5790,Sequence_T3,Closed the refrigerator.,Took the food.,Opened the closet/cabinet.,Put down the book.,Closed the refrigerator.
4406,WV9FZ_3.4_30,What happened after the person held the food?,0,Sequence_T3_5804,Sequence_T3,Sat at the table.,Took the cup/glass/bottle.,Put down the dish.,Threw the pillow.,Sat at the table.
4407,WV9FZ_3_30,What happened after the person took the food?,1,Sequence_T3_5805,Sequence_T3,Closed the closet/cabinet.,Sat at the table.,Closed the book.,Washed the table.,Sat at the table.
4408,Z6HEA_0_11.4,What happened after the person put down the towel?,3,Sequence_T3_5855,Sequence_T3,Took the food.,Took the bag.,Took the shoe.,Washed the clothes.,Washed the clothes.
4409,Z6HEA_2.6_16.2,What happened after the person washed the clothes?,0,Sequence_T3_5856,Sequence_T3,Sat on the floor.,Took the laptop.,Put down the towel.,Put down the laptop.,Sat on the floor.
4410,HL5OP_28.5_37,What happened after the person took the dish?,3,Sequence_T3_5881,Sequence_T3,Threw the shoe.,Put down the food.,Threw the pillow.,Tidied up the table.,Tidied up the table.
4411,HL5OP_16.6_27.9,What happened after the person opened the bag?,2,Sequence_T3_5882,Sequence_T3,Threw the broom.,Took the towel.,Took the dish.,Put down the phone/camera.,Took the dish.
4412,BZD0Q_11.3_22.8,What happened after the person put down the cup/glass/bottle?,2,Sequence_T3_5893,Sequence_T3,Put down the phone/camera.,Closed the window.,Took the bag.,Opened the box.,Took the bag.
4413,Z70KK_8_26,What happened after the person washed the table?,1,Sequence_T3_5903,Sequence_T3,Took the bag.,Took the broom.,Threw the food.,Washed the clothes.,Took the broom.
4414,Z70KK_7.9_15,What happened after the person put down the bag?,1,Sequence_T3_5904,Sequence_T3,Opened the laptop.,Washed the table.,Threw the pillow.,Closed the refrigerator.,Washed the table.
4415,SUI1X_0_10.3,What happened after the person sat on the floor?,1,Sequence_T3_5934,Sequence_T3,Put down the book.,Opened the bag.,Washed the clothes.,Took the picture.,Opened the bag.
4416,9AFSH_0_7.2,What happened after the person sat on the sofa/couch?,1,Sequence_T3_5944,Sequence_T3,Took the clothes.,Put down the pillow.,Took the book.,Washed the clothes.,Put down the pillow.
4417,DBT6E_10.8_23.4,What happened after the person sat on the floor?,0,Sequence_T3_5947,Sequence_T3,Opened the bag.,Lied on the sofa/couch.,Put down the book.,Opened the box.,Opened the bag.
4418,CR5G1_0_18.6,What happened after the person held the phone/camera?,0,Sequence_T3_5969,Sequence_T3,Took the blanket.,Closed the box.,Took the dish.,Took the laptop.,Took the blanket.
4419,CR5G1_10.9_18.6,What happened after the person sat on the floor?,2,Sequence_T3_5970,Sequence_T3,Took the bag.,Took the phone/camera.,Took the blanket.,Took the box.,Took the blanket.
4420,CR5G1_11.8_18.6,What happened after the person lied on the floor?,0,Sequence_T3_5971,Sequence_T3,Took the blanket.,Lied on the sofa/couch.,Took the pillow.,Threw the blanket.,Took the blanket.
4421,VS5IY_3.6_10.2,What happened after the person tidied up the table?,2,Sequence_T3_5972,Sequence_T3,Took the box.,Put down the cup/glass/bottle.,Put down the paper/notebook.,Took the dish.,Put down the paper/notebook.
4422,VS5IY_13.7_29.7,What happened after the person held the clothes?,1,Sequence_T3_5973,Sequence_T3,Lied on the sofa/couch.,Took the bag.,Tidied up the blanket.,Closed the door.,Took the bag.
4423,VS5IY_9.4_18.1,What happened after the person put down the book?,1,Sequence_T3_5974,Sequence_T3,Opened the box.,Took the clothes.,Sat on the sofa/couch.,Took the cup/glass/bottle.,Took the clothes.
4424,74DPG_20.7_40,What happened after the person drank from the cup/glass/bottle?,2,Sequence_T3_5976,Sequence_T3,Lied on the floor.,Took the broom.,Put down the dish.,Opened the bag.,Put down the dish.
4425,9NV2G_0_23.1,What happened after the person lied on the bed?,0,Sequence_T3_5980,Sequence_T3,Put down the cup/glass/bottle.,Took the pillow.,Lied on the floor.,Took the clothes.,Put down the cup/glass/bottle.
4426,TVCQF_4.7_13.9,What happened after the person drank from the cup/glass/bottle?,2,Sequence_T3_5993,Sequence_T3,Lied on the sofa/couch.,Opened the door.,Sat at the table.,Opened the bag.,Sat at the table.
4427,TVCQF_6.5_17,What happened after the person sat at the table?,3,Sequence_T3_5994,Sequence_T3,Threw the bag.,Closed the closet/cabinet.,Ate the sandwich.,Opened the box.,Opened the box.
4428,NV4FC_20_26.1,What happened after the person held the book?,2,Sequence_T3_6014,Sequence_T3,Took the food.,Opened the laptop.,Took the paper/notebook.,Took the cup/glass/bottle.,Took the paper/notebook.
4429,NV4FC_5.5_21.3,What happened after the person put down the clothes?,1,Sequence_T3_6018,Sequence_T3,Tidied up the blanket.,Threw the shoe.,Opened the door.,Put down the paper/notebook.,Threw the shoe.
4430,XFRYR_6.8_16.2,What happened after the person took the food?,2,Sequence_T3_6020,Sequence_T3,Opened the bag.,Put down the clothes.,Closed the closet/cabinet.,Took the cup/glass/bottle.,Closed the closet/cabinet.
4431,AJTDO_0_18.5,What happened after the person held the clothes?,1,Sequence_T3_6025,Sequence_T3,Closed the box.,Put down the pillow.,Took the phone/camera.,Threw the clothes.,Put down the pillow.
4432,8VSV6_0_17,What happened after the person lied on the floor?,1,Sequence_T3_6030,Sequence_T3,Closed the door.,Sat at the table.,Took the pillow.,Took the book.,Sat at the table.
4433,XYGU1_4.7_20.5,What happened after the person sat at the table?,2,Sequence_T3_6053,Sequence_T3,Put down the dish.,Took the food.,Opened the book.,Took the paper/notebook.,Opened the book.
4434,9O0HH_1.5_30.4,What happened after the person closed the closet/cabinet?,1,Sequence_T3_6066,Sequence_T3,Took the towel.,Put down the food.,Took the blanket.,Took the cup/glass/bottle.,Put down the food.
4435,OKYYQ_0_10.3,What happened after the person watched at the book?,3,Sequence_T3_6085,Sequence_T3,Lied on the bed.,Put down the food.,Opened the door.,Put down the paper/notebook.,Put down the paper/notebook.
4436,OKYYQ_0_10.3,What happened after the person held the book?,2,Sequence_T3_6086,Sequence_T3,Put down the bag.,Closed the book.,Put down the paper/notebook.,Opened the door.,Put down the paper/notebook.
4437,OKYYQ_2.3_8.5,What happened after the person put down the paper/notebook?,2,Sequence_T3_6088,Sequence_T3,Put down the picture.,Put down the sandwich.,Closed the book.,Took the book.,Closed the book.
4438,N7130_0_13.5,What happened after the person opened the door?,1,Sequence_T3_6094,Sequence_T3,Threw the box.,Put down the phone/camera.,Took the pillow.,Tidied up the clothes.,Put down the phone/camera.
4439,306S9_1.3_9.4,What happened after the person sat on the floor?,2,Sequence_T3_6101,Sequence_T3,Opened the box.,Sat on the bed.,Put down the food.,Closed the window.,Put down the food.
4440,UDGRS_19.9_27.6,What happened after the person put down the phone/camera?,3,Sequence_T3_6109,Sequence_T3,Took the dish.,Sat on the table.,Opened the door.,Closed the book.,Closed the book.
4441,UDGRS_16.6_25.8,What happened after the person tidied up the table?,2,Sequence_T3_6110,Sequence_T3,Put down the book.,Opened the door.,Put down the phone/camera.,Took the cup/glass/bottle.,Put down the phone/camera.
4442,86X97_1.8_41,What happened after the person watched outside the window?,2,Sequence_T3_6122,Sequence_T3,Put down the dish.,Opened the door.,Put down the book.,Closed the book.,Put down the book.
4443,86X97_10_41,What happened after the person watched outside the window?,3,Sequence_T3_6123,Sequence_T3,Took the shoe.,Put down the food.,Took the clothes.,Put down the book.,Put down the book.
4444,M7BD4_0_19.6,What happened after the person held the laptop?,0,Sequence_T3_6136,Sequence_T3,Put down the paper/notebook.,Sat on the bed.,Threw the blanket.,Opened the bag.,Put down the paper/notebook.
4445,M7BD4_18_26.2,What happened after the person opened the closet/cabinet?,3,Sequence_T3_6137,Sequence_T3,Took the food.,Took the broom.,Closed the door.,Closed the laptop.,Closed the laptop.
4446,MQ4YR_0_24.9,What happened after the person lied on the bed?,0,Sequence_T3_6149,Sequence_T3,Took the bag.,Took the cup/glass/bottle.,Threw the pillow.,Put down the phone/camera.,Took the bag.
4447,V9W9C_29.2_37,What happened after the person drank from the cup/glass/bottle?,0,Sequence_T3_6164,Sequence_T3,Tidied up the table.,Took the bag.,Took the dish.,Threw the book.,Tidied up the table.
4448,V9W9C_27.7_37,What happened after the person took the cup/glass/bottle?,0,Sequence_T3_6165,Sequence_T3,Tidied up the table.,Put down the phone/camera.,Threw the broom.,Opened the book.,Tidied up the table.
4449,9632M_4.9_32,What happened after the person held the food?,2,Sequence_T3_6167,Sequence_T3,Ate the medicine.,Threw the broom.,Took the towel.,Took the box.,Took the towel.
4450,S3TZ1_4.9_13,What happened after the person put down the food?,2,Sequence_T3_6212,Sequence_T3,Opened the closet/cabinet.,Put down the paper/notebook.,Closed the refrigerator.,Took the towel.,Closed the refrigerator.
4451,S3TZ1_5.4_13,What happened after the person held the food?,3,Sequence_T3_6214,Sequence_T3,Put down the dish.,Took the book.,Threw the box.,Closed the refrigerator.,Closed the refrigerator.
4452,ZOL0R_3.7_14.8,What happened after the person opened the door?,0,Sequence_T3_6225,Sequence_T3,Threw the clothes.,Washed the cup/glass/bottle.,Took the paper/notebook.,Opened the laptop.,Threw the clothes.
4453,OK2AF_13.5_30,What happened after the person closed the door?,1,Sequence_T3_6232,Sequence_T3,Threw the broom.,Took the book.,Put down the phone/camera.,Put down the picture.,Took the book.
4454,UEP20_12.6_23.1,What happened after the person put down the paper/notebook?,0,Sequence_T3_6254,Sequence_T3,Lied on the bed.,Opened the closet/cabinet.,Tidied up the towel.,Took the shoe.,Lied on the bed.
4455,UEP20_14.6_22.7,What happened after the person lied on the bed?,2,Sequence_T3_6255,Sequence_T3,Tidied up the closet/cabinet.,Opened the closet/cabinet.,Took the sandwich.,Opened the bag.,Took the sandwich.
4456,5X5DT_10.6_19.5,What happened after the person closed the laptop?,3,Sequence_T3_6261,Sequence_T3,Opened the closet/cabinet.,Put down the phone/camera.,Opened the window.,Took the bag.,Took the bag.
4457,5X5DT_0_19.5,What happened after the person held the laptop?,2,Sequence_T3_6262,Sequence_T3,Put down the food.,Ate the sandwich.,Took the bag.,Took the blanket.,Took the bag.
4458,VKXLL_22.1_36.2,What happened after the person opened the box?,3,Sequence_T3_6273,Sequence_T3,Threw the clothes.,Put down the food.,Sat at the table.,Put down the paper/notebook.,Put down the paper/notebook.
4459,VKXLL_16.9_28.6,What happened after the person put down the dish?,0,Sequence_T3_6274,Sequence_T3,Opened the box.,Sat on the table.,Took the towel.,Sat on the sofa/couch.,Opened the box.
4460,UFVO8_3.2_11,What happened after the person opened the closet/cabinet?,1,Sequence_T3_6278,Sequence_T3,Took the dish.,Put down the broom.,Took the phone/camera.,Threw the blanket.,Put down the broom.
4461,V9RT3_0_21.5,What happened after the person sat at the table?,0,Sequence_T3_6281,Sequence_T3,Put down the phone/camera.,Tidied up the blanket.,Lied on the bed.,Took the cup/glass/bottle.,Put down the phone/camera.
4462,Q8UJ8_0.6_5.9,What happened after the person sat at the table?,1,Sequence_T3_6283,Sequence_T3,Put down the food.,Opened the bag.,Put down the shoe.,Took the towel.,Opened the bag.
4463,F9YMU_0_16.5,What happened after the person closed the door?,3,Sequence_T3_6289,Sequence_T3,Opened the bag.,Lied on the floor.,Opened the closet/cabinet.,Took the paper/notebook.,Took the paper/notebook.
4464,F9YMU_9.3_16.5,What happened after the person sat at the table?,2,Sequence_T3_6290,Sequence_T3,Threw the book.,Took the cup/glass/bottle.,Took the paper/notebook.,Closed the laptop.,Took the paper/notebook.
4465,XZ9C0_0_14.9,What happened after the person lied on the bed?,1,Sequence_T3_6291,Sequence_T3,Washed the table.,Took the bag.,Tidied up the clothes.,Took the clothes.,Took the bag.
4466,LY10X_14.5_31.6,What happened after the person opened the closet/cabinet?,2,Sequence_T3_6298,Sequence_T3,Put down the picture.,Took the towel.,Ate the medicine.,Tidied up the closet/cabinet.,Ate the medicine.
4467,3XKBC_18.8_24.7,What happened after the person opened the laptop?,3,Sequence_T3_6302,Sequence_T3,Threw the clothes.,Threw the bag.,Put down the pillow.,Sat at the table.,Sat at the table.
4468,3XKBC_11.9_28.1,What happened after the person put down the clothes?,0,Sequence_T3_6303,Sequence_T3,Opened the laptop.,Threw the broom.,Opened the door.,Closed the closet/cabinet.,Opened the laptop.
4469,EC695_0_18.6,What happened after the person lied on the sofa/couch?,1,Sequence_T3_6324,Sequence_T3,Took the broom.,Took the laptop.,Threw the towel.,Put down the bag.,Took the laptop.
4470,1333C_4.9_13.1,What happened after the person threw the towel?,2,Sequence_T3_6325,Sequence_T3,Took the book.,Tidied up the blanket.,Took the dish.,Opened the closet/cabinet.,Took the dish.
4471,0Y19Q_14_24,What happened after the person watched outside the window?,2,Sequence_T3_6326,Sequence_T3,Took the bag.,Opened the door.,Put down the cup/glass/bottle.,Took the pillow.,Put down the cup/glass/bottle.
4472,983K8_0_12.5,What happened after the person ate the sandwich?,3,Sequence_T3_6327,Sequence_T3,Sat at the table.,Took the phone/camera.,Took the towel.,Took the blanket.,Took the blanket.
4473,983K8_0_12.5,What happened after the person held the food?,0,Sequence_T3_6328,Sequence_T3,Took the blanket.,Tidied up the table.,Took the book.,Threw the broom.,Took the blanket.
4474,L9J5I_0_16.7,What happened after the person put down the food?,1,Sequence_T3_6357,Sequence_T3,Opened the bag.,Took the paper/notebook.,Threw the clothes.,Ate the sandwich.,Took the paper/notebook.
4475,FZJTT_0_24,What happened after the person lied on the sofa/couch?,2,Sequence_T3_6360,Sequence_T3,Threw the food.,Took the cup/glass/bottle.,Took the phone/camera.,Threw the shoe.,Took the phone/camera.
4476,PZD7Z_0_17.6,What happened after the person sat at the table?,3,Sequence_T3_6361,Sequence_T3,Put down the phone/camera.,Threw the clothes.,Closed the book.,Put down the broom.,Put down the broom.
4477,C61BE_0_10,What happened after the person ate the sandwich?,3,Sequence_T3_6372,Sequence_T3,Threw the food.,Took the shoe.,Took the broom.,Took the blanket.,Took the blanket.
4478,EAKL5_8.9_28.5,What happened after the person tidied up the table?,1,Sequence_T3_6373,Sequence_T3,Put down the dish.,Put down the phone/camera.,Put down the blanket.,Took the cup/glass/bottle.,Put down the phone/camera.
4479,34OT4_0_33.1,What happened after the person held the phone/camera?,3,Sequence_T3_6379,Sequence_T3,Closed the laptop.,Took the cup/glass/bottle.,Closed the box.,Put down the pillow.,Put down the pillow.
4480,34OT4_16.2_33.1,What happened after the person drank from the cup/glass/bottle?,2,Sequence_T3_6380,Sequence_T3,Threw the towel.,Opened the bag.,Put down the pillow.,Took the box.,Put down the pillow.
4481,34OT4_0_33.1,What happened after the person sat at the table?,0,Sequence_T3_6381,Sequence_T3,Put down the pillow.,Closed the closet/cabinet.,Took the shoe.,Opened the laptop.,Put down the pillow.
4482,MA15X_17.5_72,What happened after the person drank from the cup/glass/bottle?,0,Sequence_T3_6382,Sequence_T3,Threw the blanket.,Threw the book.,Took the bag.,Took the towel.,Threw the blanket.
4483,MA15X_21.8_72,What happened after the person put down the cup/glass/bottle?,1,Sequence_T3_6383,Sequence_T3,Closed the refrigerator.,Threw the blanket.,Took the shoe.,Put down the cup/glass/bottle.,Threw the blanket.
4484,MA15X_21_72,What happened after the person took the cup/glass/bottle?,1,Sequence_T3_6384,Sequence_T3,Put down the dish.,Threw the blanket.,Put down the food.,Put down the cup/glass/bottle.,Threw the blanket.
4485,MA15X_18.2_72,What happened after the person sat on the sofa/couch?,1,Sequence_T3_6385,Sequence_T3,Sat on the table.,Threw the blanket.,Put down the blanket.,Put down the dish.,Threw the blanket.
4486,V54TI_0_14.1,What happened after the person lied on the bed?,2,Sequence_T3_6392,Sequence_T3,Threw the pillow.,Took the book.,Put down the picture.,Closed the box.,Put down the picture.
4487,0BZAD_5.9_12.9,What happened after the person sat on the floor?,3,Sequence_T3_6399,Sequence_T3,Opened the laptop.,Put down the sandwich.,Took the dish.,Opened the book.,Opened the book.
4488,CJ58B_17.4_27.4,What happened after the person held the food?,1,Sequence_T3_6401,Sequence_T3,Opened the bag.,Put down the bag.,Put down the book.,Lied on the floor.,Put down the bag.
4489,B8PQL_0.8_6.9,What happened after the person put down the clothes?,2,Sequence_T3_6406,Sequence_T3,Opened the door.,Closed the closet/cabinet.,Threw the towel.,Washed the clothes.,Threw the towel.
4490,B8PQL_3.6_10.1,What happened after the person closed the door?,2,Sequence_T3_6407,Sequence_T3,Took the bag.,Put down the clothes.,Took the broom.,Opened the window.,Took the broom.
4491,Z6LYG_10.8_42,What happened after the person took the food?,2,Sequence_T3_6422,Sequence_T3,Opened the closet/cabinet.,Ate the sandwich.,Closed the refrigerator.,Opened the bag.,Closed the refrigerator.
4492,Z6LYG_30.5_42,What happened after the person put down the dish?,1,Sequence_T3_6423,Sequence_T3,Washed the dish.,Closed the refrigerator.,Tidied up the towel.,Closed the door.,Closed the refrigerator.
4493,1G90H_0_11.1,What happened after the person lied on the floor?,3,Sequence_T3_6432,Sequence_T3,Put down the clothes.,Tidied up the blanket.,Opened the book.,Took the cup/glass/bottle.,Took the cup/glass/bottle.
4494,8DSGI_9.6_20,What happened after the person put down the clothes?,0,Sequence_T3_6436,Sequence_T3,Opened the book.,Closed the book.,Tidied up the clothes.,Ate the sandwich.,Opened the book.
4495,0CG15_19.7_29.7,What happened after the person put down the clothes?,2,Sequence_T3_6457,Sequence_T3,Put down the box.,Washed the mirror.,Opened the closet/cabinet.,Took the pillow.,Opened the closet/cabinet.
4496,ACJBD_30.8_36.7,What happened after the person put down the pillow?,0,Sequence_T3_6482,Sequence_T3,Tidied up the clothes.,Took the laptop.,Closed the door.,Put down the laptop.,Tidied up the clothes.
4497,ACJBD_13.7_35.2,What happened after the person took the clothes?,1,Sequence_T3_6483,Sequence_T3,Put down the towel.,Put down the blanket.,Tidied up the blanket.,Opened the refrigerator.,Put down the blanket.
4498,G4AJK_9_40.7,What happened after the person ate the sandwich?,0,Sequence_T3_6484,Sequence_T3,Put down the food.,Lied on the bed.,Opened the closet/cabinet.,Sat on the floor.,Put down the food.
4499,G4AJK_3.7_40.7,What happened after the person held the dish?,3,Sequence_T3_6485,Sequence_T3,Opened the closet/cabinet.,Put down the shoe.,Took the food.,Put down the food.,Put down the food.
4500,1E7VU_2.1_18.5,What happened after the person held the phone/camera?,0,Sequence_T3_6486,Sequence_T3,Closed the closet/cabinet.,Opened the door.,Opened the laptop.,Closed the door.,Closed the closet/cabinet.
