,video_name,question,question_id,answer,video_id,question_type,a0,a1,a2,a3,a4
1195,3718722735,why is the green shirt girl walking in the water barefooted,3718722735_CW_0,do not want to wet shoe,3718722735,CW,it s sunny,waiting and talking,do not want to wet shoe,rinse crab,finish talking
1196,8090435597,what did the adult do after the boy stretched his arm towards the ipad,8090435597_TN_4,bring it closer to him,8090435597,TN,put it back,pushed the cart,watched television,bring it closer to him,hit the drum
1197,8994022703,why is the lady holding mobile in her hand,8994022703_CW_0,messaging someone,8994022703,CW,helping,take photos,to pass it to the other person,baby wanted to see video,messaging someone
1198,5379320378,why did the man in rainbow dress spin his head as he spin around,5379320378_CW_0,performing,5379320378,CW,play with baby,illustrate something,part of game,performing,fixing the plane
1199,5597037980,how did the boy pick up the bottle from the ground,5597037980_CH_5,squat down and picked it,5597037980,CH,squat down and picked it,adult pass bottle to him,use his legs,catch bottle,put his hands up
1200,2830844169,what did the boy do after he removed the bottle from his mouth a while in the middle of the video,2830844169_TN_6,lift bottle to drink,2830844169,TN,kiss baby,put in front of baby,look at the camera,rolled get back up,lift bottle to drink
1201,3252591972,why does the man bend down near the end,3252591972_CW_8,squuze,3252591972,CW,look at the cameraman,pick up bowling ball,play the piano,squuze,counting
1202,3339687949,why did the baby ignore the elmo toy on the floor,3339687949_CW_5,dislike the toy,3339687949,CW,dislike the toy,bite it,change position,watch tv,let girl walk through
1203,3339687949,what does the baby do after approaching the tv cabinet at the end of the video,3339687949_TN_7,climbs it,3339687949,TN,yawn,flail around,climbs it,closes it,opens his mouth
1204,5942411333,why are the man and the lady wearing such exotic clothing,5942411333_CW_1,formal marriage party,5942411333,CW,formal marriage party,dress up party,it s sunny,cold weather,photoshoot
1205,9397185434,why do the people raise their hands towards the end,9397185434_CW_2,triumphant,9397185434,CW,swimming,audience watching performance,plane has move forward,triumphant, gesture
1206,4210971212,why is the child holding on to a remote control,4210971212_CW_0,control toy car,4210971212,CW,curious in surroundings,part of performance,control toy car,support itself,play
1207,7751455900,what did the baby do after picking up the objects,7751455900_TN_3,lick them,7751455900,TN,playing with the toy,playing,lean forward and put head down,lick them,shake his arms
1208,3826103533,what does the baby do after jumping while facing front for a while,3826103533_TN_6,play with green toy,3826103533,TN,eating,suck his thumb,play with green toy,hit the toy,play with the yellow sheet
1209,7095619943,why is the boy looking down in the video,7095619943_CW_1,trying ot open bottle,7095619943,CW,untie the toy,looking after him,looking at boy,gesturing in his speech,trying ot open bottle
1210,6896590813,why does the lady walks towards the boy in blue shirt at the end,6896590813_CW_4,see if he is hurt,6896590813,CW,let child give speech,to teach child to walk,play with the boy,see if he is hurt,pass the boy bags
1211,2415116705,how are the people gathering around the bucket,2415116705_CH_6,sit around on the floor,2415116705,CH,sit around on the floor,bending his knees,wish an oxygen tank,man step on the side,create waves
1212,7095619943,what did the boy do after he drank from the bottle,7095619943_TN_4,opened its mouth,7095619943,TN,nods his head,roll over,roll up sleeves,opened its mouth,eats the food
1213,3597467356,why does the boy throw sand into the water in between,3597467356_CW_3,playing,3597467356,CW,show his expert skills,wave has not reached,to put it somewhere,to make a deeper hole,playing
1214,3136263720,how can the baby be moved on the floor so easliy,3136263720_CH_7,sit in a cardboard,3136263720,CH,baby stroller,by pushing it,jumps,sit in a cardboard,on his stomach
1215,3961320600,how is the baby being held,3961320600_CH_6,carried by the lady,3961320600,CH,carried by the lady,laying on the ground,touched it,swing,caress the baby
1216,4855795432,how did the woman in blue react after pointing out to one of the cakes,4855795432_TN_7,introduce how to make it,4855795432,TN,stand up,stretch her feet,introduce how to make it,put her hand up,search the bag
1217,3350647572,how does the girl react after the toy drop off,3350647572_TN_4,pick it up,3350647572,TN,laugh,sit down,spin in circles,happy,pick it up
1218,5379320378,why do we see so many heads in the video,5379320378_CW_8,audience,5379320378,CW,enjoy the surrounding,audience,camera taking photos,picture taken,people taking photos
1219,4514212431,why does the baby shake his hands after unsuccessfully pick up a blueberry on the cake,4514212431_CW_5,frustrated,4514212431,CW,play with the lollipop,easier to cut,birthday s tradition,frustrated,enjoying ice cream
1220,6783533553,why does the musician tap his legs on the ground,6783533553_CW_2,following the beat,6783533553,CW,restless,gesturing,following the beat,end of song piece,adjust his shoes
1221,5630988927,why did the boy in brown hug the tree after throwing the ball over,5630988927_CW_11,standing in his position,5630988927,CW,standing in his position,access the fruits,wants to dig the ground,to annoy,he loves nature
1222,7274130480,why did the boy put his hands down after he pointed at himself,7274130480_CW_7,touch the bed,7274130480,CW,looking after him,surprise,talking to the boy,touch the bed,shy
1223,5465138661,why is the baby moving his hands and feets in the middle of the video,5465138661_CW_9,enjoy playing with the girl,5465138661,CW,enjoy playing with the girl,trying to balance,take the toy,hold the finger,enjoying the show
1224,5322501684,why does the kid slips away repeatedly from man s hands,5322501684_CW_1,lose balance,5322501684,CW,play with snow,does not want to be filmed,tripped,lose balance,play with the ball beside the man
1225,4699202703,why does the boy put the camera down at the end of the video,4699202703_CW_4,done taking photos,4699202703,CW,pass to adult,done taking photos,play with baby,to get up,finish filming
1226,4565373467,why is the person on the left bent down on the beach before the wave comes,4565373467_CW_4,pick up sand,4565373467,CW,pick up sand,lost his balance,to pick water bottle up,feel the waves,keep his balance
1227,3058613626,why is the man with a red hat holding a microphone,3058613626_CW_0,singing,3058613626,CW,signaling blue train to move,tall enough to see,climbing on the wall,speaking,singing
1228,2401981865,how did the baby move away from the man at the end,2401981865_CH_5,flip his body,2401981865,CH,flip his body,walk away,by the hands,crawl,turn the handle
1229,4644208937,why did the boy constantly move his feet on rocks on the wall,4644208937_CW_3,climb up,4644208937,CW,move tyre in front,climb up,fidgeting,riding the toy horse,playing with the machine
1230,6971785627,why did the white shirt man at the back seat touch his nose after holding the front seat,6971785627_CW_3,itchy,6971785627,CW,clean dirt off nose,itchy,put makeup,resist him,wanted to blow nose
1231,5368363137,why is the boy smiling so widely,5368363137_CW_0,dancing happily,5368363137,CW,watching television,laugh at dog,dancing happily,excited to play with the cat,get to hit pinata
1232,6623776437,how did the boy moved himself towards the toy at the beginning of the video,6623776437_CH_0,run towards the toy,6623776437,CH,use his hands,crawl,run towards the toy,playing the piano,click laptop
1233,9520717551,what does the lady in white do after looking at her right at the end,9520717551_TN_6,look to the left,9520717551,TN,kisses the baby,walk away,look to the left,stand up,standing around
1234,2622782176,what did the man in brown do after he remove his left hand from his front pocket,2622782176_TN_6,adjust spectacles,2622782176,TN,move it closer to him,adjust spectacles,unlock door,behind him,turns toward the man in beige
1235,4228152919,what does the child do after looking closely at the toy at the beginning,4228152919_TN_7,touch the toy,4228152919,TN,turn to his back,gives up trying,move around,touch the toy,frown
1236,4513212069,what does the person do after wrapping the blanket around the baby,4513212069_TN_9,keep things,4513212069,TN,chew the toy,keep things,clap,turn to his back,picks up the present
1237,2833808682,why did the baby hold her bag up at the start of the video,2833808682_CW_8,carrying to red basket,2833808682,CW,throw balloon,wants to turn around,playing,swing it to play,carrying to red basket
1238,2504514045,how did the person showed affection to the video,2504514045_CH_8,rubs the dog,2504514045,CH,man push his swing,rubs the dog,look across,stand closely,moving animation
1239,4163033472,why does the girl reach her hand into the shoe at the end,4163033472_CW_9,take something out,4163033472,CW,clean dirt from foot,take something out,to stop the bike,move with rhythm,play the piano
1240,3136263720,why is the man in black pushing and pulling the baby in a mobile kart,3136263720_CW_5,entertain the baby,3136263720,CW,pretend to pump the tire,fidgeting while talking about toy car,ensure safety,teaching the kid,entertain the baby
1241,5597037980,why did the baby pat his chest when he walks beside the table in front of the sofa,5597037980_CW_4,self comfort,5597037980,CW,self comfort,want to feel good,choke on the milk,thinking deeply,elevate himself
1242,10718903414,why is the boy in blue holding a pair of sticks,10718903414_CW_0,hit the drum set,10718903414,CW,to fly kite,hot,hit the drum set,old,catch the toy
1243,3958650538,why is the kid not leaving the mobile,3958650538_CW_0,likes to play with it,3958650538,CW,too young,distracted by guitar show,fidgeting,toy is attached to something,likes to play with it
1244,9520717551,what does the man in purple do after walking forward for a while in the middle,9520717551_TN_5,look down,9520717551,TN,look down,relax his shoulders,look at himself,adjust the cement on the side,touch remote controller
1245,9662978367,why did the kid wear helmet,9662978367_CW_0,cycling,9662978367,CW,safety,skiing,cycling,it s sunny,skateboarding
1246,10622567214,what does the woman do after standing up from her seat,10622567214_TN_6,walk away,10622567214,TN,run,walk away,looking down at piano keys,slide down,laugh
1247,4059247647,how did the baby interacted with the toy,4059247647_CH_1,touched it,4059247647,CH,bite it,bite one side of the toy,caress the baby,touch the toys,touched it
1248,3099327773,why did the baby reach for the boy near the end,3099327773_CW_4,fall and pounce on the boy,3099327773,CW,happy and laughing,help the baby fix the toy,support the baby,play with it,fall and pounce on the boy
1249,3191035895,why does baby turn around in the end,3191035895_CW_5,stretch,3191035895,CW,touch the man s face,to get to somewhere,sleeping,boy swinging her,stretch
1250,3976362264,why are so many toys placed in front of the baby when she is playing on the mat,3976362264_CW_6,for her to play,3976362264,CW,play with them,try to open it,place is untidy,boy and baby in the room,for her to play
1251,2776803136,why did the dog stood up at the end of the video,2776803136_CW_10,walk away,2776803136,CW,chase the ball,walk away,take pictures,react to the lady,chased down by the man
1252,4444271481,what did the man wearing blue shorts do after he raised his hands at the end of the video,4444271481_TN_11,jump down the waterfall,4444271481,TN,jump down the waterfall,moves his hand,burn it,position ball under white poles,swung him around
1253,6594027277,why does the person in the grey hoodie approach the lady in grey,6594027277_CW_1,take the paper,6594027277,CW,listening to her speak,protect eyes from sun,enjoying the music,pass her a drink,take the paper
1254,11402789396,why does the man put on the red coat over the pillow,11402789396_CW_1,cover the pillow,11402789396,CW,cover the pillow,showing affection,likes to play with them,press down on can,put properly
1255,5435149690,why is the man playing the guitar singing into the microphone,5435149690_CW_0,make his voice loud,5435149690,CW,shout for joy,pose for camera,engrossed in music,posing for audience,make his voice loud
1256,12603962103,how does the man in all black in front of the microphone move his musical instrument,12603962103_CH_8,shake with hands,12603962103,CH,shake with hands,use microphone,standing,press the keys,strumming guitar
1257,3597467356,what did the boy in cap do after he stood up,3597467356_TN_6,throw sand,3597467356,TN,ride forward,throw sand,clap,pointed at the sandals,play with his toy
1258,5322122291,how do the man in white and the lady prevent the sun from damaging their eyes,5322122291_CH_1,wear sunglasses,5322122291,CH,wear sunglasses,use hands,wear beanie,tie to a pole,wear a hat
1259,6623776437,why did the boy leaned forward to the man in black shirt in the middle of the video,6623776437_CW_7,watch the man untie the toy,6623776437,CW,let go of the rocks,put water in cup,take off shoes,pass to small boy,watch the man untie the toy
1260,3277823769,why does the baby stretch his arms out up high nearing the end before he stood up,3277823769_CW_5,trying to balance to stand up,3277823769,CW,trying to balance to stand up,learn to walk,play with toy,hitting the table,to walk
1261,7016497201,what does the baby do after picking up the phone the first time,7016497201_TN_4,eat,7016497201,TN,shake his arms,green toy,clasp his hands together,shake the toy,eat
1262,3469347353,why did the baby stare downwards after sucking her hand in the beginning,3469347353_CW_2,look at the dog,3469347353,CW,prevent baby from falling,look at the dog,to touch the ornament,tries to close her mouth,distracted by it
1263,4164627367,why are the people in the video moving their legs,4164627367_CW_3,pedalling,4164627367,CW,a person drying the dog,pedalling,part of performance,move with the rhythm,take photo
1264,5866354734,why did the girl in orange pull the lady s dress,5866354734_CW_8,playing with lady,5866354734,CW,for beauty,playing with lady,her present,shy,do not want her to go
1265,6320419082,why does the little girl pick up the hat near the end,6320419082_CW_4,to wear it,6320419082,CW,give it to a man,prevent hair from falling off,to wear it,wants to play with hat,remove dirt
1266,3376490453,why did the baby bend down at the start of the video,3376490453_CW_4,pick up the toy car,3376490453,CW,pick up the toy car,pick up slippers,to drop bag down,baby was shown the big toy,sits down to play
1267,2824180578,what does the man walking in from the left do after reaching the centre of these men at the end,2824180578_TN_9,walks away,2824180578,TN,walks away,hold boy s hand,hand gesture and talks,comes back,jumps to cross the water
1268,2622782176,where did the boy in green fell to after he jumped up for the first time,2622782176_TN_8,sofa,2622782176,TN,downstairs,black chair,backwards,sofa,on the floor
1269,4163033472,how does the girl in orange separate the pair of shoes in front of her in the middle of the video,4163033472_CH_4,pull it apart,4163033472,CH,hug,turn over the boot,use her hand,pull it apart,lift her up by pulling hands
1270,2400074985,how did woman spin herself,2400074985_CH_9,move feet and spread arms,2400074985,CH,move feet and spread arms,hold the attached string,follow a routine,moves her hand,legs
1271,4126506012,why are the men standing,4126506012_CW_3,playing game,4126506012,CW,to take photo,to practice speech,learn dance moves,ski,playing game
1272,2776803136,what did the boy do after he stretched his hand towards the smaller dog at the beginning of the video,2776803136_TN_8,change to larger dog,2776803136,TN,change to larger dog,crawl towards camera,starts biting the ball,walk around,looking at toy on ground
1273,7282289126,why did the girl tilted to her left in the middle of the video,7282289126_CW_7,look at screen,7282289126,CW,observing the toy,pick up something on the floor,boy was there,look at screen,to groom the dog
1274,8994022703,how does the lady use her phone,8994022703_CH_8,press the buttons,8994022703,CH,press the buttons,touch the screen,excited,use microphone,wear watch
1275,8442904731,why did the man in vest hold onto the boy in white on the sofa,8442904731_CW_8,playing with him,8442904731,CW,put keyboard on his lap,changing the diaper,help him up,feed baby,playing with him
1276,4330113365,how is the man in black rested as he plays the guitar,4330113365_CH_10,sitting on chair,4330113365,CH,sitting on chair,move fingers across piano,standing on stage,bend down,moving the strings
1277,6131518130,what did the girl in red cap do after falling into the pool,6131518130_TN_4,hold on to stairs in pool,6131518130,TN,start swimming,touch the baby s arm,cry,hold on to stairs in pool,move the yellow bowl away
1278,6971785627,why did the white shirt man touch the horn of his steering wheel while looking at the cow,6971785627_CW_1,want to sound horn,6971785627,CW,want to sound horn,want to run over cow,interested,talking to man behind him,bored of waiting for cow
1279,3239829542,why are the man and the lady sitting on the statue of a lion,3239829542_CW_0,fun,3239829542,CW,talking to each other,fun,bull riding,pick up the pumpkins,support the girl
1280,4192027724,what does the kid in striped bib do after leaving the other kid alone,4192027724_TN_8,plays with a toy,4192027724,TN,plays with a toy,lift legs up,try to open the item,stand up,look at the person
1281,4822747943,what did the woman in blue and orange do after moving away from the table near the end,4822747943_TN_8,push grey chair,4822747943,TN,clasp her hands,shakes it,move to man,push grey chair,play with straw in her mouth
1282,12603962103,why did the boy with tambourine tap his feet while shaking and hitting the tambourine,12603962103_CW_5,feeling rhythm,12603962103,CW,let the red toy hit,gas escapes,copying from television,main vocalist,feeling rhythm
1283,4580666992,what did the man in black do after he saw the camera pointing towards him at the beginning of the video,4580666992_TN_0,hand gesture to push it away,4580666992,TN,take picture with camera,hand gesture to push it away,no reaction,walked out of video,pick something up
1284,3696483717,why did the person point at the paper towards the end,3696483717_CW_1,point to the food,3696483717,CW,reading the message for baby,check the place,point to the food,stuck in snow,to cool the drink
1285,7282289126,why does the girl open her mouth sometimes while watching the screen,7282289126_CW_5,singing and talking,7282289126,CW,speaking,watch something,check the slides,posing,singing and talking
1286,5686014373,what does the man do after patting the butt of the boy at the start,5686014373_TN_3,point somewhere,5686014373,TN,pet body,shakes the toy,tap his mouth also,play with baby s hands,point somewhere
1287,5686014373,what does the man do after turning over at the end,5686014373_TN_6,lie on the boy,5686014373,TN,turn around,close his legs,feed baby,walk away,lie on the boy
1288,4154619533,what did the man in jacket do after turning around to the lady standing on left,4154619533_TN_10,take photo of her,4154619533,TN,thumbs up,moves her bag away,she is correcting his dance steps,turn into the house,take photo of her
1289,9720272113,why does the boy on the right put his hand into the sands and gravel in the middle of the video,9720272113_CW_5,throw and make splash,9720272113,CW,to put ball in position,scared get hit,affectionate,show the spray to someone,throw and make splash
1290,4031580570,why do the women constantly look at the man in the middle while dancing,4031580570_CW_7,take reference from him,4031580570,CW,part of their dance,their turn,take reference from him,party,to see what moves to make
1291,3099327773,why did the woman reach out her hand at the beginning of the video,3099327773_CW_1,protect the baby,3099327773,CW,protect the baby,guide the girl,enjoying the song,curious,to get nearer to the ball
1292,5322501684,what does the man in white do after the woman points at the cake,5322501684_TN_8,blow the candle,5322501684,TN,stand up,blow the candle,raised up her arms,look at lady and nod,carry her
1293,2710168479,why did the man in yellow suddenly show a peace sign,2710168479_CW_5,posing for camera,2710168479,CW,direct the ending spot,type on laptop,posing for camera,decoration for halloween theme,take turn to play the instrument
1294,3972321905,why do the man in white and the child wear helmets,3972321905_CW_3,cycling,3972321905,CW,working at great height,fashion,cycling,record for memory,shortsighted
1295,12603962103,why are the 5 boys playing music instruments inside a room,12603962103_CW_0,rehearsing,12603962103,CW,rehearsing,engrossed in music,gesture while playing,main vocalist,spacious
1296,4681488749,why did the man in spectacles moved his body and hands in the middle of the video,4681488749_CW_3,pretend to be something,4681488749,CW,scratch his nose,pretend to be something,hand gesture while talking,projecton,demonstrating with actions
1297,2776803136,how did the boy support himself as he stood up,2776803136_CH_6,hold onto chair,2776803136,CH,hold the table,walks back and forth,help from the man,lift his hands,hold onto chair
1298,3332115271,why does the boy approach the bald man when the bald man is performing,3332115271_CW_0,take something from him,3332115271,CW,mixing the ingredients in pan,main character,to cut the cardboard piece,take something from him,uniform
1299,3616966959,why did the man hold the toy microphone up at the start,3616966959_CW_0,playing with kid,3616966959,CW,speaking,playing with kid,saw the camera,speaking to the crowd,doing unconsiously
1300,4140970558,why are the people seated together at the same table,4140970558_CW_2,eating,4140970558,CW,gathering for food,birthday cake,for boy to drink,eating,watch golf playing
1301,11866348213,why did the man hold onto the door at the end,11866348213_CW_1,to let kid in,11866348213,CW,get nearer to the top,play with dog,moving the dog,look cool,to let kid in
1302,3033055753,why did the lady turn to the back of the stage and sing in the middle of her performance,3033055753_CW_5,coordinating with the band players,3033055753,CW,express herself,to let him sing,dance,coordinating with the band players,not their parts
1303,4336614054,why was the man struggling at the top of the slope,4336614054_CW_8,snow blocking him,4336614054,CW,to see if he is reaching,change tactic,for others to use to skate,snow blocking him,ensure safety
1304,13884124143,why did the man on the surf board suddenly jump,13884124143_CW_9,stunt,13884124143,CW,to splash water at them,fun,stunt,to balance,get some toy
1305,3508141028,why did the girl keep switching her eyesight from the piano to the book,3508141028_CW_10,can not remember the notes,3508141028,CW,distracted,finding a page to write on,move face away from cat,read while eating,can not remember the notes
1306,4814913320,why is the woman nodding her head as she speak,4814913320_CW_9,responding to the men,4814913320,CW,showing that she is paying attention,engage all audiences,responding to the men,gesturing,agree with one another
1307,3278126113,why did the woman in grey carry the baby forward then pull him back,3278126113_CW_0,help baby practice walking,3278126113,CW,ease of carrying around,to pat it,show them spider web,rocking the baby,help baby practice walking
1308,4444271481,why did the man in dark blue shorts sit at the side of the waterfall after he climbs up,4444271481_CW_4,want to jump down,4444271481,CW,want to jump down,see if he spill,taking photo,cross the river,dry himself
1309,3488196927,why did the two men pause a while before attacking each other,3488196927_CW_5,wait for the fight to start,3488196927,CW,keep each other in check,cardboard box was broke apart,try to distract man,wait for the fight to start,ensure ball is on the put
1310,4567287291,why did the baby stretch his arm out near the end,4567287291_CW_5,interact with the person,4567287291,CW,full cushion,touch toy,interact with the person,can not balance,to grab ball
1311,8411367591,why did the man with black jacket extend his hands toward the boy in green,8411367591_CW_11,want to carry the boy,8411367591,CW,assit him,help him stand,standing for interview,it was bloodied,want to carry the boy
1312,8623311799,How did the lady in striped shirt make the baby laugh,8623311799_CH_4,lift baby up and down,8623311799,CH,pull his legs,show him a toy,tickle the baby,kiss baby,lift baby up and down
1313,8223287911,how did the lady moved the baby,8223287911_CH_8,pick her up,8223287911,CH,walk to baby,pick her up,shake baby with leg,clean the desk,carry in baby bag
1314,11219960546,what does the boy do after moving away from the girl at the start of the video,11219960546_TN_6,kiss her cheek,11219960546,TN,pose with his hands,climbed onto the bounce house,kiss her cheek,hugs her,look at boy
1315,3301442525,why are men gathered around the yellow car in the middle,3301442525_CW_5,admiring it,3301442525,CW,admiring it,turn the scooter around,ceremonial clothes,checking vehicle,as it is not necessary anymore
1316,6451572823,why did cat wait before jumping,6451572823_CW_8,waiting for the time,6451572823,CW,waiting for the time,look at laser on ground,to catch his hand,go somewhere,excited
1317,2833808682,why does the baby bend down in the middle of the video,2833808682_CW_2,to pick up bag,2833808682,CW,to pick up bag,fell,to grab the food,to drop bag down,pick out food
1318,7154804054,why are the man holding a shovel,7154804054_CW_9,dig hole,7154804054,CW,dig hole,scoop sand on his legs,playing on beach,break the chalk,open the bottle
1319,8395915736,how did the nurse ensure she do not infect the baby,8395915736_CH_8,wear gloves,8395915736,CH,wipe baby with cloth,wash her hands,hold baby in plastic,wear gloves,walk far away from the baby
1320,2436811248,why did the baby clap his hands after pressing the keypad of the laptop,2436811248_CW_3,to congratulate himself,2436811248,CW,to reach out to the camera,copy,wants to listen to it,to congratulate himself,dance move
1321,7512810680,why does the woman in blue bend down while moving,7512810680_CW_6,to drag something,7512810680,CW,pose for a photo,start the scene,enjoying the person talk,to drag something,happy
1322,8050371010,why is the girl moving her leg in the middle of the video,8050371010_CW_7,happy,8050371010,CW,playing with toy,reaching for microphone,paddling,pick up the mask,happy
1323,5768622177,why did the boy wear helmet,5768622177_CW_0,practicing cycling,5768622177,CW,skateboarding,working beside cliff,practicing cycling,fencing,on boat
1324,8692968296,why did the man smiled after his performance,8692968296_CW_11,enjoying,8692968296,CW,fixed ending,his turn ended,playing with her,enjoying,happy to see kids play
1325,8623311799,how did the baby react as the lady with striped shirt lift the him up and down,8623311799_CH_2,laugh,8623311799,CH,scared,stop crying,crys,catch the cup,laugh
1326,4514212431,why does the baby spit out the blueberry near the end of the video,4514212431_CW_2,does not like it,4514212431,CW,does not like it,blow the candle,for better eat,to drink the soup,found another toy to play with
1327,3741339360,what does the baby in blue do after he turns his attention back to his swing,3741339360_TN_6,moved his hand to hold swing,3741339360,TN,bend down onto the floor,want to hug other baby,she came down,moved his hand to hold swing,raised arm and pointed at flower
1328,5228329870,why is the baby playing with the pacifier,5228329870_CW_9,teething,5228329870,CW,teething,learning to use it,support himself,learning how to eat,bored
1329,6131518130,what were the three girls doing at the start before falling backwards to the pool,6131518130_TP_7,standing still,6131518130,TP,laughing,standing still,clap her hands,open the box,ran in the same direction
1330,5783801873,how did the motorcyclist exercise caution while crossing through the small opening,5783801873_CH_5,slow down,5783801873,CH,keep to one straight line,speed up,slow down,wear helmet,signal to other motorcycles
1331,5178855777,why does the person interact with the cat in this manner,5178855777_CW_1,brush the hair away,5178855777,CW,to move away,prevent hitting shelf,play with the cat,to catch the laser,brush the hair away
1332,5029903979,why does the kid snatches the toy from man and puts back in his mouth,5029903979_CW_1,want to play,5029903979,CW,eat,afraid the man,want to sell toy,want to play,catch man s attention
1333,5635020430,why is the man in yellow and the man in black carrying a topless man at the start of the video,5635020430_CW_0,throw him in the water,5635020430,CW,throw him in the water,to see how to move the rod,stop him from falling,playing,shaking off snow
1334,5866354734,how did the lady get the girl to jump and play with the bubbles,5866354734_CH_2,jump up and down first,5866354734,CH,jump up and down first,whisper to lady s ear,pull lady in,pour more soaps in,pass bottle to sister
1335,3190710669,why are the dogs running around,3190710669_CW_2,playing,3190710669,CW,looking for food,to fight with cat,catch constantly rolling ball,playing,catch ball
1336,4810458386,how does the man on the left interact with his instrument,4810458386_CH_1,pat it with hands,4810458386,CH,pat it with hands,tap with feet,blow it,operate the machine,strum the string
1337,7016497201,why did the man stretch his body out in the middle,7016497201_CW_1,put phone,7016497201,CW,push toy train,pick up a toy at the side,put phone,touch the ball,draw on his board
1338,6150459616,what does the girl in pink do after approaching the chair at the end,6150459616_TN_10,touch the chair,6150459616,TN,stops her bicycle,touch the chair,pick up sticks,pick up a snowball,bend down
1339,3958650538,how does the boy change the images on the phone,3958650538_CH_8,by tapping on the screen,3958650538,CH,screen shows turning arrow,by tapping on the screen,putting it on the table,press the button,shake legs
1340,5842153096,how does the man in front respond after he sees the strips,5842153096_TN_6,turn away,5842153096,TN,rest his hand on the side,nods head,lean over bed,turn away,lower the camera
1341,2591888090,why is the little boy pushing the baby walker,2591888090_CW_1,make babywalk run,2591888090,CW,steer it,check whether baby is ok,playing and teaching with kid,playing,make babywalk run
1342,4338260909,what does the man do after talking about the drink at the end,4338260909_TN_8,drink it,4338260909,TN,drink it,opened its mouth,open a box,off camera,feeds the cat
1343,4336614054,what did the man do after he reached the bototm of the slope,4336614054_TN_5,got up,4336614054,TN,move to the side,turn around,make turn,points at the door,got up
1344,2662863658,why did the big dog jump onto the sofa at the end,2662863658_CW_3,man pat sofa,2662863658,CW,climb on it,get the toy,man pat sofa,moving his body with the rhythm,man pet it down
1345,5795646653,why did the man move backwards in the middle of the video,5795646653_CW_4,avoid getting hit,5795646653,CW,part of stunt,shake away water,help girl find something,avoid getting hit,take video from different angle
1346,3564059530,why is the man moving his arms while speaking in the middle,3564059530_CW_4,hand gesture,3564059530,CW,make it more fun,hand gesture,singing and dancing,give the girl more space,fencing equipment
1347,5489050159,how does another man wakes the man in blue in the middle,5489050159_CH_6,rubs his shoulder,5489050159,CH,put man s hand up,lift up man s  head,twist the head,hit man s head,rubs his shoulder
1348,6430774273,what does the woman do after carrying the boy in dark blue pants at the start,6430774273_TN_7,puts him down,6430774273,TN,puts her hand on the blanket,puts him down,touches the boy s head,walk backwards,stands on the side
1349,2869614883,why did the girl in red push the girl in blue at the end,2869614883_CW_9,to help blue girl slide down,2869614883,CW,go to the playground,avoid being kicked,make room for dancing,she becomes the catcher,to help blue girl slide down
1350,3347998465,why did the girl in pink touched the girl in white at the beginning of the video,3347998465_CW_5,communicate,3347998465,CW,want to rest,waves getting bigger,talk to the other 2 people,communicate,because snake is heavy
1351,10415409886,what does the men do after they lifted the tyre up,10415409886_TN_2,push back down the tyre,10415409886,TN,rest,push back down the tyre,fells on the ground,straighten up,remove cap
1352,3468317018,why does the woman point to her hand after caressing the dog,3468317018_CW_5,talking about dog,3468317018,CW,caress,to pat it,balance dog,talking about dog,sniff her shoe
1353,4789310455,why is the baby stretching his legs at the start of the video,4789310455_CW_1,restless,4789310455,CW,to push himself,dancing,excited,restless,to pick up bag
1354,8731154071,why does the man next to the person twirling fire sticks move his arms upwards at the beginning,8731154071_CW_8,hype the crowd,8731154071,CW,part of the play,demonstrate stunt,they are dancing,hype the crowd,make fire big
1355,3376490453,what does the baby boy do after picking up the toy car at the start,3376490453_TN_7,push it,3376490453,TN,push it,put on table in front,bring toy to other side,squat down,rock chair
1356,5092364159,why are the people moving their arms about while they are looking at the television,5092364159_CW_0,dancing game,5092364159,CW,sing the lyrics,share excitment,part of exhibition,dancing game,see what s there
1357,2622782176,what did the boy in floral do after he put down his pizza,2622782176_TN_10,rub hands to shake off crumbs,2622782176,TN,take big bite,walk away,rub hands to shake off crumbs,licks the spoon,tears it and eats the pancake
1358,8090435597,how did the ipad stayed upright at the end of the video,8090435597_CH_9,held by adult,8090435597,CH,pat the baby,lean against sofa,held by adult,press a button,move hands
1359,4571644750,why did the boy in blue shorts fiddle his fingers in the middle of the video,4571644750_CW_3,his fingers got dirty,4571644750,CW,lost balance,knock onto the rock,laughing at boy in red,his fingers got dirty,pick up cloth
1360,3468317018,why does the woman wear an id card,3468317018_CW_2,participating in event,3468317018,CW,working attire,participating in event,talking to girl,look her plait,playing with her
1361,4283455837,why does the man in black and gold move his hands when reading the book,4283455837_CW_1,hand gesture,4283455837,CW,hand gesture,listening,reciting the book,refer to what he says,reading
1362,4654125833,why is the man wearing a jacket indoors,4654125833_CW_1,cold,4654125833,CW,sunny,for fashion,cold,stylish,hot sun
1363,8448503290,why is the baby lying down on the floor,8448503290_CW_2,learn to crawl,8448503290,CW,fall down,playing with the card,learn to crawl,lost balance,clumsy
1364,5719002896,why did the main singer tilt his microphone from time to time,5719002896_CW_0,body was moving,5719002896,CW,refer to script on card,keep up the rhythm,body was moving,for the acoustics to play,play fast notes
1365,5841926063,why was the man in a stick walking in circle,5841926063_CW_2,following the horse,5841926063,CW,learning to ride,holding lady s hand,cleaning horse stable,prop for acting,following the horse
